id,loc
7590966,УБ — Сүхбаатар
7186658,"УБ — Баянгол, Төмөр зам"
7186658,"УБ — Баянгол, Төмөр зам"
7496826,УБ — Сүхбаатар
7268311,УБ — Сүхбаатар
7574193,"УБ — Сүхбаатар, 5-р хороолол"
7634556,УБ — Сүхбаатар
7584047,"УБ — Сонгинохайрхан, 5 шар"
7584047,"УБ — Сонгинохайрхан, 5 шар"
7595294,"УБ — Баянзүрх, Сансар"
7535027,"УБ — Баянзүрх, Сансар"
7527127,"УБ — Баянзүрх, 16-р хороолол"
7518045,УБ — Сүхбаатар
7619264,"УБ — Баянгол, 3, 4 хороолол"
7619264,"УБ — Баянгол, 3, 4 хороолол"
7573349,"УБ — Баянгол, 3, 4 хороолол"
7426623,"УБ — Баянзүрх, 16-р хороолол"
7315714,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 29"
7638905,"УБ — Сонгинохайрхан, 5 шар"
7582479,"УБ — Баянзүрх, 16-р хороолол"
7594603,"УБ — Баянзүрх, 16-р хороолол"
7330451,"УБ — Баянзүрх, 16-р хороолол"
7619510,"УБ — Баянзүрх, Сансар"
7538585,"УБ — Баянзүрх, Амгалан"
7628627,"УБ — Баянгол, Ханбүргэдэй"
7635886,"УБ — Сонгинохайрхан, 1-р хороолол"
7524304,"Дархан-Уул, Дархан-Уул"
7580388,"УБ — Сүхбаатар, Сүхбаатар, Хороо 10"
7601718,"УБ — Сонгинохайрхан, 1-р хороолол"
7521416,"УБ — Баянгол, Төмөр зам"
7526961,"УБ — Баянзүрх, 16-р хороолол"
7526961,"УБ — Баянзүрх, 16-р хороолол"
7388629,УБ — Сүхбаатар
7285618,"УБ — Баянгол, 3, 4 хороолол"
7561506,"УБ — Баянгол, Баянгол, Хороо 3"
7617140,"УБ — Сүхбаатар, Сүхбаатар, Хороо 5"
7458191,"УБ — Баянзүрх, Баянмонгол хороолол"
7491226,"УБ — Баянгол, 3, 4 хороолол"
7608331,УБ — Сүхбаатар
7289761,УБ — Сүхбаатар
7537071,"УБ — Баянгол, 3, 4 хороолол"
7611172,УБ — Сүхбаатар
7561724,УБ — Сүхбаатар
7575020,"УБ — Сүхбаатар, 100 айл"
7548774,"УБ — Баянзүрх, Офицер"
7105811,"УБ — Сонгинохайрхан, 5 шар"
7638977,Дархан-Уул
7542532,"УБ — Баянзүрх, Сансар"
7492642,"УБ — Баянзүрх, 13-р хороолол"
7628095,"УБ — Баянгол, 3, 4 хороолол"
7260037,"УБ — Баянгол, 6-р бичил"
7627333,"УБ — Сонгинохайрхан, 1-р хороолол"
7610281,"УБ — Сонгинохайрхан, 1-р хороолол"
7592710,УБ — Сүхбаатар
7462834,"УБ — Баянгол, 3, 4 хороолол"
7628780,"УБ — Баянгол, 6-р бичил"
7613068,"УБ — Баянгол, 10-р хороолол"
7614124,"УБ — Баянгол, Төмөр зам"
7142427,"УБ — Баянгол, 3, 4 хороолол"
7222403,"УБ — Баянгол, 3, 4 хороолол"
7636150,"УБ — Баянгол, 3, 4 хороолол"
7600210,УБ — Сүхбаатар
7620945,"УБ — Чингэлтэй, Чингэлтэй, Хороо 5"
7561825,"УБ — Сүхбаатар, 5-р хороолол"
7323665,"УБ — Баянгол, 3, 4 хороолол"
7633758,"УБ — Баянгол, 3, 4 хороолол"
7607450,УБ — Сүхбаатар
7537112,"УБ — Баянгол, 3, 4 хороолол"
7448488,УБ — Баянгол
7290120,"УБ — Баянзүрх, Баянзүрх, Хороо 1"
7599789,"УБ — Чингэлтэй, Чингэлтэй, Хороо 4"
7570964,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
7318313,УБ — Баянгол
7628781,"УБ — Баянгол, Төмөр зам"
7611733,УБ — Сүхбаатар
7595151,"УБ — Баянгол, 3, 4 хороолол"
7440302,"УБ — Хан-Уул, 19-р хороолол"
7602406,"УБ — Баянзүрх, 13-р хороолол"
7602953,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1"
7604685,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
7604685,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
7604685,"УБ — Хан-Уул, Хан-Уул, Хороо 15"
7571736,"УБ — Баянзүрх, Баянзүрх, Хороо 6"
7531767,"УБ — Баянзүрх, 13-р хороолол"
7616013,"УБ — Баянзүрх, 13-р хороолол"
7493577,"УБ — Сүхбаатар, 100 айл"
7557962,УБ — Сүхбаатар
7553362,"УБ — Баянзүрх, 13-р хороолол"
7553362,"УБ — Баянзүрх, 13-р хороолол"
7537053,"УБ — Чингэлтэй, Чингэлтэй, Хороо 2"
7504161,"УБ — Сүхбаатар, 11-р хороолол"
7477635,"УБ — Сүхбаатар, 11-р хороолол"
6083119,"УБ — Баянгол, 10-р хороолол"
7541216,"УБ — Сүхбаатар, Сүхбаатар, Хороо 3"
7566895,УБ — Сүхбаатар
7632875,"УБ — Сонгинохайрхан, 21-р хороолол"
7590642,"УБ — Баянзүрх, Баянзүрх, Хороо 8"
7613617,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 16"
7567922,"УБ — Сонгинохайрхан, Ханын материал"
7590070,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 19"
7590070,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 19"
7532373,УБ — Сүхбаатар
7499806,"УБ — Хан-Уул, Нисэх"
7532272,УБ — Сүхбаатар
7612365,УБ — Сүхбаатар
7591234,"УБ — Баянзүрх, Сансар"
